date,geography,area_code,index,method_segment,source_id
2008-01-01,England,E92000001,88.5,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2009-11-01,England,E92000001,90.599999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2009-12-01,England,E92000001,90.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-01-01,England,E92000001,90.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-02-01,England,E92000001,90.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-03-01,England,E92000001,90.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-04-01,England,E92000001,90,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-05-01,England,E92000001,90.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-06-01,England,E92000001,90.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-07-01,England,E92000001,90.200000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-08-01,England,E92000001,90.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-09-01,England,E92000001,90.5,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-10-01,England,E92000001,90.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-11-01,England,E92000001,90.799999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2010-12-01,England,E92000001,91.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-01-01,England,E92000001,91.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-02-01,England,E92000001,91.599999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-03-01,England,E92000001,91.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-04-01,England,E92000001,91.900000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-05-01,England,E92000001,92.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-06-01,England,E92000001,92.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-07-01,England,E92000001,92.5,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-08-01,England,E92000001,92.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-09-01,England,E92000001,93,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-10-01,England,E92000001,93.200000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-11-01,England,E92000001,93.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2011-12-01,England,E92000001,93.799999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-01-01,England,E92000001,94,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-02-01,England,E92000001,94.200000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-03-01,England,E92000001,94.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-04-01,England,E92000001,94.599999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-05-01,England,E92000001,94.799999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-06-01,England,E92000001,95,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-07-01,England,E92000001,95.200000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-08-01,England,E92000001,95.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-09-01,England,E92000001,95.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-10-01,England,E92000001,95.900000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-11-01,England,E92000001,96.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2012-12-01,England,E92000001,96.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-01-01,England,E92000001,96.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-02-01,England,E92000001,96.599999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-03-01,England,E92000001,96.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-04-01,England,E92000001,96.799999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-05-01,England,E92000001,97,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-06-01,England,E92000001,97.200000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-07-01,England,E92000001,97.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-08-01,England,E92000001,97.5,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-09-01,England,E92000001,97.599999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-10-01,England,E92000001,97.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-11-01,England,E92000001,97.900000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2013-12-01,England,E92000001,98,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-01-01,England,E92000001,98.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-02-01,England,E92000001,98.099999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-03-01,England,E92000001,98.299999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-04-01,England,E92000001,98.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-05-01,England,E92000001,98.5,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-06-01,England,E92000001,98.599999999999994,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-07-01,England,E92000001,98.799999999999997,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-08-01,England,E92000001,98.900000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-09-01,England,E92000001,99,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-10-01,England,E92000001,99.200000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-11-01,England,E92000001,99.400000000000006,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
2014-12-01,England,E92000001,99.700000000000003,historical IPHRP v25; 2008-2014 only,ONS_IPHRP_HIST_V25
